,expected,predicted
4678,[0.19],[0.25208724]
4679,[0.52],[0.4024565]
4680,[0.54],[0.3976472]
4681,[0.],[0.07242018]
4682,[0.4],[0.20142016]
4683,[0.26],[0.34656298]
4684,[0.],[0.21969901]
4685,[0.],[0.26211876]
4686,[0.25],[0.32387325]
4687,[0.07],[0.13358143]
4688,[0.45],[0.38079336]
4689,[0.],[0.10613208]
4690,[0.],[0.25869167]
4691,[0.03],[0.24499014]
4692,[0.3],[0.3609257]
4693,[0.2],[0.39864793]
4694,[0.22],[0.25310168]
4695,[0.45],[0.32130358]
4696,[0.51],[0.4361047]
4697,[0.],[0.23708367]
4698,[0.27],[0.3327152]
4699,[0.32],[0.24654795]
4700,[0.44],[0.33649117]
4701,[0.],[0.5016129]
4702,[0.29],[0.08772907]
4703,[0.03],[0.2130453]
4704,[0.06],[0.24289522]
4705,[0.],[0.43624154]
4706,[0.45],[0.40578935]
4707,[0.47],[0.24458352]
4708,[0.26],[0.3261281]
4709,[0.],[0.28740498]
4710,[0.34],[0.11290462]
4711,[0.],[0.02789747]
4712,[0.15],[0.13191998]
4713,[0.05],[0.31150985]
4714,[0.49],[0.25613987]
4715,[0.],[-0.00796866]
4716,[0.],[0.01106047]
4717,[0.06],[0.08147132]
4718,[0.07],[0.18848124]
4719,[0.29],[0.21132326]
4720,[0.],[0.4102258]
4721,[0.01],[0.21004649]
4722,[0.3],[0.33861288]
4723,[0.],[0.4265362]
4724,[0.37],[0.3068851]
4725,[0.],[0.1733354]
4726,[0.],[0.22999102]
4727,[0.44],[0.19843872]
4728,[0.24],[0.2694962]
4729,[0.64],[0.36302212]
4730,[0.01],[0.02399389]
4731,[0.16],[0.23219347]
4732,[0.41],[0.3378361]
4733,[0.],[0.0142408]
4734,[0.7],[0.39887035]
4735,[0.3],[0.27261907]
4736,[0.],[0.02308007]
4737,[0.4],[0.3008718]
4738,[0.68],[0.46898797]
4739,[0.45],[0.32977214]
4740,[0.47],[0.2986487]
4741,[0.],[0.03906602]
4742,[0.48],[0.36492082]
4743,[0.4],[0.39866844]
4744,[0.],[0.22517937]
4745,[0.],[0.3736625]
4746,[0.32],[0.22240809]
4747,[0.3],[0.34705633]
4748,[0.37],[0.38027167]
4749,[0.],[0.22959298]
4750,[0.12],[0.24057043]
4751,[0.43],[0.3628046]
4752,[0.32],[0.29506218]
4753,[0.27],[0.32414126]
4754,[0.],[0.32485607]
4755,[0.],[0.12005564]
4756,[0.3],[0.23268971]
4757,[0.41],[0.27512798]
4758,[0.],[0.01453852]
4759,[0.14],[0.27464616]
4760,[0.3],[0.17776097]
4761,[0.],[0.07087982]
4762,[0.5],[0.47985414]
4763,[0.7],[0.3378435]
4764,[0.32],[0.27769053]
4765,[0.01],[0.17598668]
4766,[0.45],[0.25561956]
4767,[0.19],[0.2154407]
4768,[0.31],[0.28949025]
4769,[0.],[0.1109767]
4770,[0.09],[0.05174607]
4771,[0.24],[0.31237844]
4772,[0.39],[0.40780184]
4773,[0.2],[0.06007397]
4774,[0.01],[0.03524412]
4775,[0.36],[0.32742742]
4776,[0.25],[0.4227171]
4777,[0.],[0.24413042]
4778,[0.],[0.0146323]
4779,[0.37],[0.39084604]
4780,[0.45],[0.29591212]
4781,[0.46],[0.34008405]
4782,[0.52],[0.35077405]
4783,[0.],[0.14813519]
4784,[0.11],[0.04712639]
4785,[0.37],[0.39191356]
4786,[0.51],[0.27358097]
4787,[0.24],[0.20944932]
4788,[0.],[0.08100165]
4789,[0.29],[0.3612586]
4790,[0.37],[0.4694081]
4791,[0.14],[0.13833271]
4792,[0.45],[0.3531486]
4793,[0.38],[0.36115852]
4794,[0.68],[0.32965353]
4795,[0.24],[0.37550312]
4796,[0.36],[0.2632632]
4797,[0.57],[0.43194]
4798,[0.],[0.21770772]
4799,[0.48],[0.35890108]
4800,[0.56],[0.3923072]
4801,[0.21],[0.17800365]
4802,[0.26],[0.34267804]
4803,[0.],[0.20958617]
4804,[0.22],[0.19137824]
4805,[0.],[0.3050016]
4806,[0.53],[0.3796507]
4807,[0.48],[0.30043188]
4808,[0.14],[0.3205882]
4809,[0.32],[0.33221403]
4810,[0.26],[0.27860713]
4811,[0.03],[0.14762199]
4812,[0.],[0.02053635]
4813,[0.2],[0.0441016]
4814,[0.36],[0.18241163]
4815,[0.],[0.20520651]
4816,[0.35],[0.290832]
4817,[0.],[0.03854252]
4818,[0.1],[0.20086478]
4819,[0.45],[0.12416019]
4820,[0.57],[0.43987146]
4821,[0.],[0.349924]
4822,[0.42],[0.3985105]
4823,[0.17],[0.21602975]
4824,[0.4],[0.25819853]
4825,[0.25],[0.21068648]
4826,[0.4],[0.2539106]
4827,[0.11],[0.10712582]
4828,[0.],[0.09190313]
4829,[0.11],[0.13272235]
4830,[0.52],[0.14101069]
4831,[0.],[0.05704486]
4832,[0.],[0.03991011]
4833,[0.],[0.17244062]
4834,[0.05],[0.19977663]
4835,[0.],[0.35290942]
4836,[0.38],[0.33812642]
4837,[0.03],[0.10999196]
4838,[0.2],[0.28610414]
4839,[0.52],[0.35313523]
4840,[0.64],[0.33194602]
4841,[0.],[0.05118727]
4842,[0.63],[0.2173059]
4843,[0.],[0.09217954]
4844,[0.57],[0.2805147]
4845,[0.23],[0.3535019]
4846,[0.33],[0.18769398]
4847,[0.],[0.03522699]
4848,[0.3],[0.46821865]
4849,[0.25],[0.2303606]
4850,[0.14],[0.22151096]
4851,[0.45],[0.28745893]
4852,[0.],[0.04149942]
4853,[0.42],[0.23985372]
4854,[0.64],[0.46861878]
4855,[0.33],[0.20404702]
4856,[0.33],[0.29311332]
4857,[0.39],[0.2038545]
4858,[0.31],[0.35372132]
4859,[0.09],[0.08021676]
4860,[0.4],[0.43386593]
4861,[0.56],[0.24198362]
4862,[0.32],[0.34262964]
4863,[0.37],[0.50171936]
4864,[0.],[0.02137467]
4865,[0.53],[0.50456774]
4866,[0.],[0.06573075]
4867,[0.78],[0.4337886]
4868,[0.39],[0.33082417]
4869,[0.],[0.03913394]
4870,[0.73],[0.5299988]
4871,[0.01],[0.2729931]
4872,[0.06],[0.07687311]
4873,[0.3],[0.369219]
4874,[0.29],[0.2795265]
4875,[0.],[0.02239814]
4876,[0.31],[0.32639262]
4877,[0.28],[0.22494616]
4878,[0.59],[0.38967085]
4879,[0.06],[0.13860415]
4880,[0.25],[0.2447387]
4881,[0.11],[0.07825759]
4882,[0.33],[0.29478034]
4883,[0.01],[0.11349565]
4884,[0.59],[0.2401501]
4885,[0.],[0.25821704]
4886,[0.32],[0.31050864]
4887,[0.34],[0.274539]
4888,[0.16],[0.20155095]
4889,[0.64],[0.4487641]
4890,[0.19],[0.14368244]
4891,[0.27],[0.061229]
4892,[0.38],[0.24476318]
4893,[0.65],[0.36915433]
4894,[0.39],[0.36118314]
4895,[0.5],[0.29223636]
4896,[0.45],[0.29350653]
4897,[0.],[0.50349665]
4898,[0.73],[0.32287255]
4899,[0.43],[0.37213844]
4900,[0.],[0.02134433]
4901,[0.],[0.01515277]
4902,[0.69],[0.48182046]
4903,[0.08],[0.114061]
4904,[0.32],[0.3420092]
4905,[0.56],[0.31592146]
4906,[0.47],[0.43241683]
4907,[0.27],[0.19504267]
4908,[0.],[0.01157379]
4909,[0.09],[0.23933417]
4910,[0.19],[0.31142467]
4911,[0.47],[0.32194468]
4912,[0.74],[0.35698578]
4913,[0.],[0.00698075]
4914,[0.09],[0.1094744]
4915,[0.14],[0.10403832]
4916,[0.],[0.07143797]
4917,[0.45],[0.49915668]
4918,[0.35],[0.43641108]
4919,[0.],[0.01932697]
4920,[0.67],[0.4930877]
4921,[0.27],[0.33695167]
4922,[0.75],[0.3549053]
4923,[0.01],[0.07554363]
4924,[0.],[0.06826682]
4925,[0.55],[0.54737604]
4926,[0.],[0.076166]
4927,[0.65],[0.10030928]
4928,[0.],[0.06314151]
4929,[0.71],[0.32171655]
4930,[0.64],[0.46856433]
4931,[0.56],[0.46996063]
4932,[0.44],[0.26386017]
4933,[0.],[0.13669965]
4934,[0.67],[0.5547879]
4935,[0.],[0.18654588]
4936,[0.4],[0.24161097]
4937,[0.42],[0.33066696]
4938,[0.],[0.23032534]
4939,[0.],[0.23011842]
4940,[0.],[0.32291836]
4941,[0.24],[0.2750464]
4942,[0.18],[0.32153752]
4943,[0.],[0.22554134]
4944,[0.],[0.08180343]
4945,[0.7],[0.3750713]
4946,[0.03],[0.3204952]
4947,[0.],[0.18647572]
4948,[0.07],[0.19934247]
4949,[0.23],[0.35509235]
4950,[0.56],[0.3597842]
4951,[0.],[0.49439123]
4952,[0.31],[0.28500497]
4953,[0.02],[0.08723329]
4954,[0.21],[0.13401373]
4955,[0.69],[0.4916467]
4956,[0.39],[0.26149908]
4957,[0.34],[0.28078946]
4958,[0.12],[0.06761907]
4959,[0.27],[0.40404955]
4960,[0.1],[0.06033889]
4961,[0.05],[0.01277893]
4962,[0.48],[0.2693028]
4963,[0.39],[0.35625142]
4964,[0.],[0.12440783]
4965,[0.07],[0.3286147]
4966,[0.34],[0.25130275]
4967,[0.33],[0.3450348]
4968,[0.18],[0.26597428]
4969,[0.52],[0.25102463]
4970,[0.],[0.21485646]
4971,[0.22],[0.23276536]
4972,[0.68],[0.4402696]
4973,[0.55],[0.24141261]
4974,[0.42],[0.20518555]
4975,[0.3],[0.2324285]
4976,[0.3],[0.23874055]
4977,[0.43],[0.40427485]
4978,[0.],[0.12388468]
4979,[0.4],[0.42937183]
4980,[0.48],[0.35097948]
4981,[0.64],[0.24456733]
4982,[0.66],[0.4266699]
4983,[0.11],[0.20297682]
4984,[0.7],[0.44596586]
4985,[0.23],[0.34751624]
4986,[0.33],[0.32314616]
4987,[0.],[0.03945318]
4988,[0.51],[0.3609628]
4989,[0.04],[0.20988068]
4990,[0.24],[0.25839883]
4991,[0.32],[0.2337862]
4992,[0.38],[0.25544804]
4993,[0.24],[0.08076821]
4994,[0.72],[0.47476283]
4995,[0.29],[0.2715862]
4996,[0.25],[0.35395354]
4997,[0.38],[0.1925648]
4998,[0.59],[0.1981354]
4999,[0.21],[0.11851594]
5000,[0.],[0.05109342]
5001,[0.32],[0.3844959]
5002,[0.05],[0.07826138]
5003,[0.],[0.01610275]
5004,[0.],[0.01224066]
5005,[0.28],[0.24392839]
5006,[0.31],[0.28831166]
5007,[0.5],[0.46054962]
5008,[0.24],[0.2607814]
5009,[0.27],[0.3248835]
5010,[0.43],[0.270127]
5011,[0.],[0.03048115]
5012,[0.],[0.14322066]
5013,[0.07],[0.22554033]
5014,[0.16],[0.13653696]
5015,[0.23],[0.2604426]
5016,[0.42],[0.21333176]
5017,[0.01],[0.01558206]
5018,[0.],[0.07611258]
5019,[0.23],[0.2322548]
5020,[0.11],[0.2673915]
5021,[0.],[0.24250841]
5022,[0.47],[0.27878988]
5023,[0.],[0.0904799]
5024,[0.05],[0.03941124]
5025,[0.16],[0.12114623]
5026,[0.],[0.16237284]
5027,[0.],[0.15973142]
5028,[0.21],[0.34201294]
5029,[0.19],[0.20146413]
5030,[0.2],[0.31088117]
5031,[0.35],[0.29614878]
5032,[0.],[0.34638923]
5033,[0.43],[0.3959113]
5034,[0.],[0.02573493]
5035,[0.],[0.09812962]
5036,[0.01],[-0.00604851]
5037,[0.],[0.00965752]
5038,[0.44],[0.30415115]
5039,[0.],[0.33282462]
5040,[0.],[0.08495545]
5041,[0.36],[0.21691723]
5042,[0.43],[0.20899113]
5043,[0.2],[0.31897977]
5044,[0.3],[0.12938598]
5045,[0.6],[0.15400793]
5046,[0.],[0.330148]
5047,[0.01],[0.0312134]
5048,[0.55],[0.23862533]
5049,[0.67],[0.36044908]
5050,[0.],[0.44059303]
5051,[0.07],[0.13764682]
5052,[0.75],[0.45770836]
5053,[0.34],[0.4863465]
5054,[0.25],[0.21133065]
5055,[0.03],[0.3816545]
5056,[0.21],[0.34641105]
5057,[0.39],[0.30238083]
5058,[0.66],[0.4480643]
5059,[0.01],[0.08173251]
5060,[0.],[0.05781733]
5061,[0.48],[0.53233254]
5062,[0.],[0.02687517]
5063,[0.32],[0.36414486]
5064,[0.3],[0.34911358]
5065,[0.],[0.10591382]
5066,[0.25],[0.25923762]
5067,[0.],[0.10025704]
5068,[0.],[0.01808106]
5069,[0.],[0.01306143]
5070,[0.],[0.249491]
5071,[0.02],[0.06982832]
5072,[0.22],[0.22783305]
5073,[0.16],[0.18686765]
5074,[0.65],[0.40963545]
5075,[0.23],[0.29399797]
5076,[0.28],[0.39676356]
5077,[0.1],[0.1252346]
5078,[0.57],[0.4905052]
5079,[0.],[0.10175179]
5080,[0.],[0.06679586]
5081,[0.13],[0.20254213]
5082,[0.01],[0.34501308]
5083,[0.1],[0.12020653]
5084,[0.],[0.17811616]
5085,[0.],[0.09000521]
5086,[0.34],[0.36921197]
5087,[0.],[0.0679264]
5088,[0.],[0.01282387]
5089,[0.1],[0.18400271]
5090,[0.19],[0.26152846]
5091,[0.],[0.07490827]
5092,[0.],[0.03746681]
5093,[0.29],[0.09953913]
5094,[0.01],[0.09244819]
5095,[0.53],[0.3933903]
5096,[0.27],[0.21787435]
5097,[0.],[0.06907842]
5098,[0.25],[0.3957854]
5099,[0.],[0.17271435]
5100,[0.22],[0.27860278]
5101,[0.21],[0.04241953]
5102,[0.37],[0.28031]
5103,[0.32],[0.1737665]
5104,[0.],[0.00341799]
5105,[0.56],[0.20779704]
5106,[0.52],[0.483539]
5107,[0.08],[0.22570074]
5108,[0.],[0.4433446]
5109,[0.],[0.0699124]
5110,[0.],[0.20170183]
5111,[0.],[0.29733288]
5112,[0.43],[0.30932802]
5113,[0.68],[0.3691718]
5114,[0.26],[0.22705114]
5115,[0.33],[0.35919133]
5116,[0.01],[0.00191765]
5117,[0.],[0.04517513]
5118,[0.2],[0.3293331]
5119,[0.41],[0.23620878]
5120,[0.14],[0.20516086]
5121,[0.14],[0.13054836]
5122,[0.44],[0.4209731]
5123,[0.16],[0.07512176]
5124,[0.58],[0.37524825]
5125,[0.],[0.00339046]
5126,[0.37],[0.25058758]
5127,[0.33],[0.257384]
5128,[0.44],[0.47838542]
5129,[0.06],[0.47710562]
5130,[0.],[0.00578614]
5131,[0.],[0.02800506]
5132,[0.],[0.01492756]
5133,[0.15],[0.39148504]
5134,[0.],[0.16242312]
5135,[0.],[0.07964639]
5136,[0.],[0.00338932]
5137,[0.],[0.12137318]
5138,[0.],[0.06424095]
5139,[0.34],[0.14708267]
5140,[0.4],[0.37319067]
5141,[0.69],[0.24545982]
5142,[0.2],[0.2734266]
5143,[0.01],[0.17569031]
5144,[0.36],[0.224195]
5145,[0.28],[0.20168349]
5146,[0.43],[0.35708097]
5147,[0.01],[0.0964947]
5148,[0.],[0.06166225]
5149,[0.46],[0.34467608]
5150,[0.15],[0.18736051]
5151,[0.42],[0.31814373]
5152,[0.],[0.0622145]
5153,[0.38],[0.3692709]
5154,[0.46],[0.2593497]
5155,[0.57],[0.42693827]
5156,[0.08],[0.24873243]
5157,[0.],[0.22555071]
5158,[0.],[0.02457714]
5159,[0.1],[0.08853631]
5160,[0.],[0.43923125]
5161,[0.],[0.0681044]
5162,[0.31],[0.18973042]
5163,[0.42],[0.43637255]
5164,[0.27],[0.31626874]
5165,[0.31],[0.1486905]
5166,[0.],[0.02162479]
5167,[0.41],[0.22262976]
5168,[0.],[0.02276644]
5169,[0.17],[0.04815218]
5170,[0.4],[0.32405037]
5171,[0.4],[0.19134758]
5172,[0.49],[0.3488887]
5173,[0.3],[0.2876938]
5174,[0.76],[0.45647386]
5175,[0.25],[0.39812794]
5176,[0.47],[0.3722214]
5177,[0.21],[0.3855456]
5178,[0.41],[0.29388848]
5179,[0.01],[0.11161244]
5180,[0.63],[0.24766877]
5181,[0.],[0.22874549]
5182,[0.],[0.16964845]
5183,[0.26],[0.35761616]
5184,[0.28],[0.37092203]
5185,[0.07],[0.24306928]
5186,[0.44],[0.27036196]
5187,[0.43],[0.4353317]
5188,[0.41],[0.37644547]
5189,[0.15],[0.22157231]
5190,[0.39],[0.10612755]
5191,[0.23],[0.2703244]
5192,[0.38],[0.35038167]
5193,[0.19],[0.2764958]
5194,[0.61],[0.45780376]
5195,[0.17],[0.20781311]
5196,[0.33],[0.06525572]
5197,[0.08],[0.2842987]
5198,[0.23],[0.22302976]
5199,[0.63],[0.4390994]
5200,[0.56],[0.43534836]
5201,[0.18],[0.28516415]
5202,[0.],[0.32371455]
5203,[0.5],[0.3398787]
5204,[0.29],[0.2940252]
5205,[0.41],[0.35045147]
5206,[0.24],[0.2664454]
5207,[0.53],[0.4463509]
5208,[0.58],[0.29630738]
5209,[0.42],[0.38888004]
5210,[0.19],[0.22822323]
5211,[0.48],[0.18878485]
5212,[0.],[0.15735526]
5213,[0.39],[0.4498055]
5214,[0.3],[0.3518433]
5215,[0.39],[0.33346575]
5216,[0.05],[0.25904012]
5217,[0.63],[0.3365971]
5218,[0.27],[0.15821984]
5219,[0.09],[0.23050924]
5220,[0.],[0.17330469]
5221,[0.],[0.20085147]
5222,[0.24],[0.2696026]
5223,[0.37],[0.3520903]
5224,[0.34],[0.20683569]
5225,[0.28],[0.23107237]
5226,[0.37],[0.39341983]
5227,[0.51],[0.38683218]
5228,[0.46],[0.36202753]
5229,[0.18],[0.22023542]
5230,[0.31],[0.07671101]
5231,[0.],[0.2761332]
5232,[0.03],[0.1625613]
5233,[0.68],[0.45883206]
5234,[0.15],[0.22452654]
5235,[0.12],[0.05379184]
5236,[0.19],[0.3088608]
5237,[0.4],[0.510296]
5238,[0.55],[0.15214364]
5239,[0.2],[0.3857309]
5240,[0.04],[0.23750806]
5241,[0.],[0.01411943]
5242,[0.37],[0.39880812]
5243,[0.3],[0.26242453]
5244,[0.23],[0.2265896]
5245,[0.],[0.28192535]
5246,[0.22],[0.16080259]
5247,[0.39],[0.22457598]
5248,[0.],[0.00988322]
5249,[0.52],[0.450772]
5250,[0.34],[0.3120228]
5251,[0.67],[0.33600652]
5252,[0.4],[0.34384784]
5253,[0.55],[0.3629926]
5254,[0.76],[0.34993163]
5255,[0.17],[0.1712892]
5256,[0.],[0.18594107]
5257,[0.72],[0.29666814]
5258,[0.27],[0.4186959]
5259,[0.09],[0.26006296]
5260,[0.39],[0.3303321]
5261,[0.69],[0.39972246]
5262,[0.38],[0.35461745]
5263,[0.59],[0.4486133]
5264,[0.],[0.12300393]
5265,[0.01],[0.02687836]
5266,[0.],[0.07452562]
5267,[0.21],[0.22118367]
5268,[0.],[0.01902487]
5269,[0.],[0.03714966]
5270,[0.71],[0.33657092]
5271,[0.02],[0.42768863]
5272,[0.1],[0.09081411]
5273,[0.29],[0.32036668]
5274,[0.38],[0.3401332]
5275,[0.],[0.12292884]
5276,[0.13],[0.17327794]
5277,[0.43],[0.4152307]
5278,[0.],[0.08006477]
5279,[0.],[0.00401838]
5280,[0.32],[0.27751237]
5281,[0.],[0.11044968]
5282,[0.19],[0.09405119]
5283,[0.19],[0.30640578]
5284,[0.31],[0.4906453]
5285,[0.35],[0.35875365]
5286,[0.49],[0.3830187]
5287,[0.35],[0.3104515]
5288,[0.],[0.06783959]
5289,[0.46],[0.3387933]
5290,[0.3],[0.40560943]
5291,[0.4],[0.35006195]
5292,[0.],[0.49229574]
5293,[0.],[0.00209104]
5294,[0.],[0.24442677]
5295,[0.36],[0.1920097]
5296,[0.37],[0.38525146]
5297,[0.35],[0.36672342]
5298,[0.],[0.07099013]
5299,[0.41],[0.2836406]
5300,[0.46],[0.32904527]
5301,[0.],[0.10168725]
5302,[0.61],[0.4616583]
5303,[0.09],[0.07507473]
5304,[0.31],[0.43642083]
5305,[0.],[0.1319803]
5306,[0.36],[0.3970477]
5307,[0.32],[0.04262745]
5308,[0.21],[0.31779975]
5309,[0.07],[0.08034099]
5310,[0.23],[0.02328623]
5311,[0.52],[0.4631458]
5312,[0.28],[0.13792276]
5313,[0.],[0.09846592]
5314,[0.19],[0.21973968]
5315,[0.57],[0.48660913]
5316,[0.25],[0.19724046]
5317,[0.],[0.37130523]
5318,[0.],[0.09364405]
5319,[0.72],[0.4478517]
5320,[0.21],[0.3264991]
5321,[0.],[0.31193686]
5322,[0.39],[0.487124]
5323,[0.14],[0.1164487]
5324,[0.48],[0.4005684]
5325,[0.38],[0.34682044]
5326,[0.],[0.33017647]
5327,[0.6],[0.50088227]
5328,[0.57],[0.29098687]
5329,[0.],[0.11055095]
5330,[0.52],[0.11713245]
5331,[0.55],[0.37624952]
5332,[0.61],[0.50544405]
5333,[0.39],[0.21436849]
5334,[0.49],[0.22318715]
5335,[0.],[0.45193022]
5336,[0.],[0.01198182]
5337,[0.5],[0.5382403]
5338,[0.44],[0.32857534]
5339,[0.44],[0.2868463]
5340,[0.32],[0.3308265]
5341,[0.],[0.17630798]
5342,[0.36],[0.2890025]
5343,[0.02],[0.006783]
5344,[0.46],[0.356872]
5345,[0.15],[0.11696635]
5346,[0.56],[0.32673475]
5347,[0.],[0.01534072]
5348,[0.27],[0.36972845]
5349,[0.],[0.01009788]
5350,[0.56],[0.43840766]
5351,[0.51],[0.4794797]
5352,[0.45],[0.3154761]
5353,[0.],[0.01258557]
5354,[0.29],[0.18678738]
5355,[0.],[0.22961067]
5356,[0.57],[0.4469898]
5357,[0.63],[0.48751503]
5358,[0.],[0.1474742]
5359,[0.21],[0.17234519]
5360,[0.35],[0.17648782]
5361,[0.33],[0.18685842]
5362,[0.],[0.01549491]
5363,[0.81],[0.38109156]
5364,[0.36],[0.30696365]
5365,[0.01],[0.08950191]
5366,[0.05],[0.26815772]
5367,[0.51],[0.1166729]
5368,[0.03],[0.5296962]
5369,[0.03],[0.04521284]
5370,[0.01],[0.26944077]
5371,[0.39],[0.3828842]
5372,[0.3],[0.15781704]
5373,[0.4],[0.532271]
5374,[0.08],[0.22324339]
5375,[0.27],[0.344666]
5376,[0.],[0.14436534]
5377,[0.],[0.06907537]
5378,[0.38],[0.31876367]
5379,[0.6],[0.44164267]
5380,[0.],[0.01364677]
5381,[0.23],[0.01684228]
5382,[0.6],[0.47663578]
5383,[0.11],[0.14642993]
5384,[0.42],[0.3892225]
5385,[0.42],[0.4516506]
5386,[0.75],[0.258724]
5387,[0.5],[0.30453917]
5388,[0.],[0.37376735]
5389,[0.21],[0.19908354]
5390,[0.65],[0.34608835]
5391,[0.],[0.00027049]
5392,[0.29],[0.2209319]
5393,[0.45],[0.29473767]
5394,[0.02],[0.47837248]
5395,[0.],[0.14755642]
5396,[0.09],[0.27318752]
5397,[0.3],[0.35419828]
5398,[0.48],[0.37220675]
5399,[0.25],[0.29195288]
5400,[0.26],[0.0373788]
5401,[0.34],[0.35929182]
5402,[0.31],[0.34264693]
5403,[0.45],[0.42076907]
5404,[0.],[0.2933919]
5405,[0.],[0.10392854]
5406,[0.23],[0.30855295]
5407,[0.],[0.17247167]
5408,[0.42],[0.34709224]
5409,[0.44],[0.3628926]
5410,[0.01],[0.3509177]
5411,[0.69],[0.4967607]
5412,[0.],[0.14877523]
5413,[0.21],[0.35964224]
5414,[0.41],[0.4134245]
5415,[0.],[0.12701054]
5416,[0.19],[0.08752941]
5417,[0.21],[0.18644764]
5418,[0.17],[0.20541015]
5419,[0.],[0.10552224]
5420,[0.33],[0.34404054]
5421,[0.43],[0.4184736]
5422,[0.77],[0.5065353]
5423,[0.],[0.28086987]
5424,[0.55],[0.34722897]
5425,[0.03],[0.14204988]
5426,[0.],[0.11024986]
5427,[0.5],[0.3254421]
5428,[0.],[0.0867548]
5429,[0.45],[0.14225852]
5430,[0.1],[0.12052226]
5431,[0.79],[0.3910206]
5432,[0.],[0.04564235]
5433,[0.36],[0.23587348]
5434,[0.16],[0.23349889]
5435,[0.],[0.00445923]
5436,[0.26],[0.36459878]
5437,[0.51],[0.30611223]
5438,[0.03],[0.21951142]
5439,[0.65],[0.5420475]
5440,[0.51],[0.38569957]
5441,[0.13],[0.24722901]
5442,[0.34],[0.3391657]
5443,[0.3],[0.2827151]
5444,[0.04],[0.15598461]
5445,[0.68],[0.602528]
5446,[0.],[0.42387527]
5447,[0.05],[0.15696351]
5448,[0.57],[0.38440678]
5449,[0.11],[0.05519467]
5450,[0.69],[0.45553553]
5451,[0.08],[0.34239915]
5452,[0.],[0.22841592]
5453,[0.24],[0.22362947]
5454,[0.5],[0.19492337]
5455,[0.],[0.00235773]
5456,[0.],[0.00159822]
5457,[0.],[0.05000901]
5458,[0.34],[0.29063764]
5459,[0.01],[0.08830419]
5460,[0.43],[0.402314]
5461,[0.39],[0.30160967]
5462,[0.],[0.15461312]
5463,[0.48],[0.35782373]
5464,[0.21],[0.13102663]
5465,[0.32],[0.3683305]
5466,[0.44],[0.3287903]
5467,[0.25],[0.32155547]
5468,[0.59],[0.43915486]
5469,[0.11],[0.28822628]
5470,[0.41],[0.3376423]
5471,[0.58],[0.4501472]
5472,[0.41],[0.49266675]
5473,[0.42],[0.308135]
5474,[0.],[0.06440431]
5475,[0.],[0.00907299]
5476,[0.66],[0.3819137]
5477,[0.15],[0.28571025]
5478,[0.05],[0.15800214]
5479,[0.04],[0.33835092]
5480,[0.13],[0.24621433]
5481,[0.],[0.02629583]
5482,[0.04],[0.06821294]
5483,[0.59],[0.36727586]
5484,[0.08],[0.1956123]
5485,[0.49],[0.5410558]
5486,[0.44],[0.24448213]
5487,[0.23],[0.39458463]
5488,[0.],[0.48062405]
5489,[0.],[0.1628615]
5490,[0.23],[0.11638822]
5491,[0.07],[0.05845194]
5492,[0.32],[0.41435266]
5493,[0.57],[0.4613719]
5494,[0.55],[0.30290627]
5495,[0.54],[0.44439822]
5496,[0.41],[0.39623672]
5497,[0.22],[0.2101086]
5498,[0.],[0.2135335]
5499,[0.],[0.03250307]
5500,[0.],[0.01412876]
5501,[0.07],[0.28862628]
5502,[0.6],[0.29669073]
5503,[0.],[0.0330935]
5504,[0.37],[0.25310323]
5505,[0.44],[0.3251334]
5506,[0.36],[0.38507107]
5507,[0.35],[0.17957868]
5508,[0.69],[0.20974286]
5509,[0.59],[0.34358191]
5510,[0.5],[0.43315116]
5511,[0.],[0.12027501]
5512,[0.53],[0.40764955]
5513,[0.01],[0.19114393]
5514,[0.25],[0.32514834]
5515,[0.68],[0.34136906]
5516,[0.],[-0.0028511]
5517,[0.17],[0.24234332]
5518,[0.],[0.34308404]
5519,[0.22],[0.24180014]
5520,[0.55],[0.4383792]
5521,[0.47],[0.50933635]
5522,[0.1],[0.20856483]
5523,[0.09],[0.07535944]
5524,[0.],[0.0536704]
5525,[0.],[0.03624724]
5526,[0.],[0.05519013]
5527,[0.38],[0.37454817]
5528,[0.01],[0.15302353]
5529,[0.41],[0.33923438]
5530,[0.12],[0.24483691]
5531,[0.11],[0.19494557]
5532,[0.75],[0.44965973]
5533,[0.16],[0.31230435]
5534,[0.58],[0.33417022]
5535,[0.41],[0.0760181]
5536,[0.],[0.18670252]
5537,[0.],[0.1906393]
5538,[0.46],[0.4462573]
5539,[0.4],[0.38492042]
5540,[0.26],[0.3391399]
5541,[0.62],[0.2356135]
5542,[0.77],[0.36558458]
5543,[0.],[0.26916745]
5544,[0.28],[0.31978855]
5545,[0.01],[0.0530262]
5546,[0.24],[0.3401973]
5547,[0.19],[0.34358677]
5548,[0.41],[0.37986043]
5549,[0.3],[0.30007413]
5550,[0.51],[0.39003578]
5551,[0.],[0.02898344]
5552,[0.27],[0.29342878]
5553,[0.],[0.07532287]
5554,[0.09],[0.17364492]
5555,[0.38],[0.40023938]
5556,[0.09],[0.04770949]
5557,[0.41],[0.22309135]
5558,[0.62],[0.2345311]
5559,[0.63],[0.39096606]
5560,[0.56],[0.37339902]
5561,[0.44],[0.42009774]
5562,[0.56],[0.31779554]
5563,[0.],[0.04211637]
5564,[0.02],[0.33749726]
5565,[0.77],[0.5166472]
5566,[0.13],[0.19186375]
